0.282097	2.01	12.5
0.330636	2.01	12.5
0.382914	2.01	12.5
0.438897	2.01	12.5
0.498551	2.01	12.5
0.561838	2.01	12.5
0.628717	2.01	12.5
0.699147	2.01	12.5
0.773084	2.01	12.5
0.850479	2.01	12.5
0.931285	2.01	12.5
1.01545	2.01	12.5
1.10292	2.01	12.5
1.19364	2.01	12.5
1.28756	2.01	12.5
1.38461	2.01	12.5
1.48473	2.01	12.5
1.58787	2.01	12.5
1.69395	2.01	12.5
1.8029	2.01	12.5
1.91467	2.01	12.5
2.02917	2.01	12.5
2.14634	2.01	12.5
2.2661	2.01	12.5
2.38838	2.01	12.5
2.51309	2.01	12.5
2.64017	2.01	12.5
2.76953	2.01	12.5
2.90108	2.01	12.5
3.03475	2.01	12.5
3.17045	2.01	12.5
3.3081	2.01	12.5
3.44761	2.01	12.5
3.58888	2.01	12.5
3.73184	2.01	12.5
3.87638	2.01	12.5
4.02243	2.01	12.5
4.16988	2.01	12.5
4.31864	2.01	12.5
4.46863	2.01	12.5
4.61974	2.01	12.5
4.77188	2.01	12.5
4.92496	2.01	12.5
5.07887	2.01	12.5
5.23352	2.01	12.5
5.38881	2.01	12.5
5.54465	2.01	12.5
5.70093	2.01	12.5
5.85756	2.01	12.5
6.01444	2.01	12.5
6.17146	2.01	12.5
6.32854	2.01	12.5
6.48556	2.01	12.5
6.64244	2.01	12.5
6.79907	2.01	12.5
6.95535	2.01	12.5
7.11119	2.01	12.5
7.26648	2.01	12.5
7.42113	2.01	12.5
7.57504	2.01	12.5
7.72812	2.01	12.5
7.88026	2.01	12.5
8.03137	2.01	12.5
8.18136	2.01	12.5
8.33012	2.01	12.5
8.47757	2.01	12.5
8.62362	2.01	12.5
8.76817	2.01	12.5
8.91112	2.01	12.5
9.0524	2.01	12.5
9.1919	2.01	12.5
9.32955	2.01	12.5
9.46525	2.01	12.5
9.59892	2.01	12.5
9.73047	2.01	12.5
9.85983	2.01	12.5
9.98691	2.01	12.5
10.1116	2.01	12.5
10.2339	2.01	12.5
10.3537	2.01	12.5
10.4708	2.01	12.5
10.5853	2.01	12.5
10.6971	2.01	12.5
10.8061	2.01	12.5
10.9121	2.01	12.5
11.0153	2.01	12.5
11.1154	2.01	12.5
11.2124	2.01	12.5
11.3064	2.01	12.5
11.3971	2.01	12.5
11.4846	2.01	12.5
11.5687	2.01	12.5
11.6495	2.01	12.5
11.7269	2.01	12.5
11.8009	2.01	12.5
11.8713	2.01	12.5
11.9382	2.01	12.5
12.0014	2.01	12.5
12.0611	2.01	12.5
12.1171	2.01	12.5
12.1694	2.01	12.5
12.2179	2.01	12.5
12.2627	2.01	12.5
12.3036	2.01	12.5
12.3408	2.01	12.5
12.3741	2.01	12.5
12.4035	2.01	12.5
12.4291	2.01	12.5
12.4507	2.01	12.5
12.4684	2.01	12.5
12.4822	2.01	12.5
12.4921	2.01	12.5
12.498	2.01	12.5
